Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,C_a,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio,Fecha
MEGAC,MEGACABLE HOLDINGS CPO,Equity,0.81,60.07,"9,023,660.00","542,051,256.20","542,051,256.20",Comunicación,B292SM8,MX01ME090003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
LABB,GENOMMA LAB INTERNATIONAL,Equity,0.65,19.41,"22,468,739.00","436,118,223.99","436,118,223.99",Cuidado de la Salud,B3B1C73,MX01LA010006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
BBAJIOO,BANCO DEL BAJIO INSTITUCION DE BAN,Equity,0.61,19,"21,559,217.00","409,625,123.00","409,625,123.00",Financieros,BYSX0F3,MX41BB000000,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
LIVEPOLC.1,EL PUERTO DE LIVERPOOL C1,Equity,0.54,60.71,"5,962,134.00","361,961,155.14","361,961,155.14",Consumo discrecional,2306814,MXP369181377,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
ALSEA,ALSEA DE CV,Equity,0.45,19.87,"15,193,346.00","301,891,785.02","301,891,785.02",Consumo discrecional,2563017,MXP001391012,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
GENTERA*,GENTERA SAB DE CV,Equity,0.44,9.58,"30,905,348.00","296,073,233.84","296,073,233.84",Financieros,BHWQZW1,MX01GE0E0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
BSMXB,BANCO SANTANDER B SA,Equity,0.34,13.42,"17,056,772.00","228,901,880.24","228,901,880.24",Financieros,BF1FXN2,MX41BS060005,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
RA,REGIONAL SAB DE CV,Equity,0.29,59.07,"3,267,701.00","193,023,098.07","193,023,098.07",Financieros,BG1Z6X0,MX01R0000006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
MXN,MXN CASH,Cash,0.1,100,"66,197,159.00","66,197,159.32","66,197,159.32",Liquidez,-,-,-,México,MXN,MXN,1,30/04/2020
AMXL,AMERICA MOVIL L,Equity,15.61,14.81,"659,646,071.00","9,769,358,311.51","9,769,358,311.51",Comunicación,2667470,MXP001691213,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
WALMEX,WALMART DE MEXICO V,Equity,12.66,55.35,"143,148,507.00","7,923,269,862.45","7,923,269,862.45",Productos básicos de consumo,BW1YVH8,MX01WA000038,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,12.59,149.96,"52,541,400.00","7,879,108,344.00","7,879,108,344.00",Productos básicos de consumo,2242059,MXP320321310,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
GFNORTEO,GPO FINANCE BANORTE,Equity,7.45,67.25,"69,285,655.00","4,659,460,298.75","4,659,460,298.75",Financieros,2421041,MXP370711014,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
GMEXICOB,GRUPO MEXICO B,Equity,6.85,47.48,"90,230,418.00","4,284,140,246.64","4,284,140,246.64",Materiales,2643674,MXP370841019,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
CEMEXCPO,CEMEX CPO,Equity,3.59,5.25,"427,920,278.00","2,246,581,459.50","2,246,581,459.50",Materiales,2406457,MXP225611567,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
ELEKTRA,GRUPO ELEKTRA,Equity,3.48,"1,319.97","1,649,476.00","2,177,258,835.72","2,177,258,835.72",Financieros,2967084,MX01EL000003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
TLEVISAC,GRUPO TELEVISA,Equity,3,26.27,"71,523,829.00","1,878,930,987.83","1,878,930,987.83",Comunicación,2380108,MXP4987V1378,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Equity,2.49,146.39,"10,649,536.00","1,558,985,575.04","1,558,985,575.04",Industriales,B0ZV104,MX01GA000004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
BIMBOA,GRUPO BIMBO A,Equity,2.32,34.67,"41,847,393.00","1,450,849,115.31","1,450,849,115.31",Productos básicos de consumo,2392471,MXP495211262,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Equity,2.3,96.79,"14,847,134.00","1,437,054,099.86","1,437,054,099.86",Productos básicos de consumo,BHHP0S4,MX01KO000002,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
GRUMAB,GRUMA,Equity,2.22,220.08,"6,326,374.00","1,392,308,389.92","1,392,308,389.92",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Equity,2.2,34.42,"39,913,534.00","1,373,823,840.28","1,373,823,840.28",Productos básicos de consumo,2491914,MXP606941179,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Equity,2.09,228.55,"5,717,346.00","1,306,699,428.30","1,306,699,428.30",Industriales,2639349,MXP001661018,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
AC,ARCA CONTINENTAL,Equity,1.97,98.91,"12,468,926.00","1,233,301,470.66","1,233,301,470.66",Productos básicos de consumo,2823885,MX01AC100006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.67,167.21,"6,232,859.00","1,042,196,353.39","1,042,196,353.39",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Equity,1.52,97.6,"9,724,832.00","949,143,603.20","949,143,603.20",Industriales,B1KFX13,MX01OM000018,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
ALFAA,ALFA A,Equity,1.52,11.74,"80,809,111.00","948,698,963.14","948,698,963.14",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.5,15.2,"61,722,315.00","938,179,188.00","938,179,188.00",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.48,32.54,"28,495,464.00","927,242,398.56","927,242,398.56",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.48,62.94,"14,700,014.00","925,218,881.16","925,218,881.16",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
PE&OLES,INDUST PENOLES,Equity,1.17,210.87,"3,483,286.00","734,520,518.82","734,520,518.82",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
GCARSOA1,GRUPO CARSO SERIES A1,Equity,1.03,49.99,"12,889,896.00","644,365,901.04","644,365,901.04",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
MEGAC,MEGACABLE HOLDINGS CPO,Equity,0.91,67.07,"8,447,939.00","566,603,268.73","566,603,268.73",Comunicación,B292SM8,MX01ME090003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
CUERVO,BECLE SA DE CV,Equity,0.89,38.4,"14,461,771.00","555,332,006.40","555,332,006.40",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
BOLSAA,BOLSA MEXICANA DE VALORES,Equity,0.85,42.49,"12,572,698.00","534,213,938.02","534,213,938.02",Financieros,B39VVF6,MX01BM1B0000,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
VESTA*,CORPORACION INMOBILIARIA VESTA,Equity,0.76,30.29,"15,772,591.00","477,751,781.39","477,751,781.39",Inmobiliario,B8F6ZF8,MX01VE0M0003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
Q*,QUALITAS CONTROLADORA,Equity,0.73,88.16,"5,166,286.00","455,459,773.76","455,459,773.76",Financieros,BYMXF65,MX01Q0000008,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
LABB,GENOMMA LAB INTERNATIONAL,Equity,0.68,20.21,"21,034,472.00","425,106,679.12","425,106,679.12",Cuidado de la Salud,B3B1C73,MX01LA010006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
BBAJIOO,BANCO DEL BAJIO INSTITUCION DE BAN,Equity,0.65,20.22,"20,182,911.00","408,098,460.42","408,098,460.42",Financieros,BYSX0F3,MX41BB000000,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
LIVEPOLC.1,EL PUERTO DE LIVERPOOL C1,Equity,0.49,55.48,"5,581,705.00","309,672,993.40","309,672,993.40",Consumo discrecional,2306814,MXP369181377,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
ALSEA,ALSEA DE CV,Equity,0.43,18.75,"14,220,401.00","266,632,518.75","266,632,518.75",Consumo discrecional,2563017,MXP001391012,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
GENTERA*,GENTERA SAB DE CV,Equity,0.42,9.16,"28,930,917.00","265,007,199.72","265,007,199.72",Financieros,BHWQZW1,MX01GE0E0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
BSMXB,BANCO SANTANDER B SA,Equity,0.37,14.42,"15,953,226.00","230,045,518.92","230,045,518.92",Financieros,BF1FXN2,MX41BS060005,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
MXN,MXN CASH,Cash,0.35,100,"220,069,847.00","220,069,846.85","220,069,846.85",Liquidez,-,-,-,México,MXN,MXN,1,30/05/2020
RA,REGIONAL SAB DE CV,Equity,0.3,61.58,"3,066,485.00","188,834,146.30","188,834,146.30",Financieros,BG1Z6X0,MX01R0000006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/05/2020
AMXL,AMERICA MOVIL L,Equity,14.91,14.75,"617,097,922.00","9,102,194,349.50","9,102,194,349.50",Comunicación,2667470,MXP001691213,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
WALMEX,WALMART DE MEXICO V,Equity,12.11,55.15,"134,013,887.00","7,390,865,868.05","7,390,865,868.05",Productos básicos de consumo,BW1YVH8,MX01WA000038,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,11.48,142.49,"49,188,302.00","7,008,841,151.98","7,008,841,151.98",Productos básicos de consumo,2242059,MXP320321310,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
GFNORTEO,GPO FINANCE BANORTE,Equity,8.47,79.72,"64,864,352.00","5,170,986,141.44","5,170,986,141.44",Financieros,2421041,MXP370711014,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
GMEXICOB,GRUPO MEXICO B,Equity,7.39,53.43,"84,472,485.00","4,513,364,873.55","4,513,364,873.55",Materiales,2643674,MXP370841019,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
CEMEXCPO,CEMEX CPO,Equity,4.25,6.48,"400,613,287.00","2,595,974,099.76","2,595,974,099.76",Materiales,2406457,MXP225611567,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
ELEKTRA,GRUPO ELEKTRA,Equity,3.19,"1,260.34","1,544,215.00","1,946,235,933.10","1,946,235,933.10",Financieros,2967084,MX01EL000003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Equity,2.7,165.27,"9,969,681.00","1,647,689,178.87","1,647,689,178.87",Industriales,B0ZV104,MX01GA000004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
TLEVISAC,GRUPO TELEVISA,Equity,2.65,24.13,"66,959,523.00","1,615,733,289.99","1,615,733,289.99",Comunicación,2380108,MXP4987V1378,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
BIMBOA,GRUPO BIMBO A,Equity,2.44,38.47,"38,674,994.00","1,487,827,019.18","1,487,827,019.18",Productos básicos de consumo,2392471,MXP495211262,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
GRUMAB,GRUMA,Equity,2.33,248.05,"5,743,512.00","1,424,678,151.60","1,424,678,151.60",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Equity,2.29,100.62,"13,899,848.00","1,398,602,705.76","1,398,602,705.76",Productos básicos de consumo,BHHP0S4,MX01KO000002,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Equity,2.25,256.65,"5,352,635.00","1,373,753,772.75","1,373,753,772.75",Industriales,2639349,MXP001661018,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Equity,2.2,35.88,"37,366,328.00","1,340,703,848.64","1,340,703,848.64",Productos básicos de consumo,2491914,MXP606941179,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
AC,ARCA CONTINENTAL,Equity,1.93,100.75,"11,673,010.00","1,176,055,757.50","1,176,055,757.50",Productos básicos de consumo,2823885,MX01AC100006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Equity,1.59,106.85,"9,104,230.00","972,786,975.50","972,786,975.50",Industriales,B1KFX13,MX01OM000018,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.58,165.56,"5,834,923.00","966,029,851.88","966,029,851.88",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
ALFAA,ALFA A,Equity,1.58,12.95,"74,347,856.00","962,804,735.20","962,804,735.20",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.51,15.95,"57,661,635.00","919,703,078.25","919,703,078.25",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.5,66.33,"13,761,820.00","912,821,520.60","912,821,520.60",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.49,33.98,"26,676,820.00","906,478,343.60","906,478,343.60",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
PE&OLES,INDUST PENOLES,Equity,1.25,234.65,"3,261,076.00","765,211,483.40","765,211,483.40",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
CUERVO,BECLE SA DE CV,Equity,0.98,44.26,"13,538,725.00","599,223,968.50","599,223,968.50",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
GCARSOA1,GRUPO CARSO SERIES A1,Equity,0.89,44.82,"12,060,240.00","540,539,956.80","540,539,956.80",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
MEGAC,MEGACABLE HOLDINGS CPO,Equity,0.87,67.27,"7,892,759.00","530,945,897.93","530,945,897.93",Comunicación,B292SM8,MX01ME090003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
BOLSAA,BOLSA MEXICANA DE VALORES,Equity,0.83,43.02,"11,770,163.00","506,352,412.26","506,352,412.26",Financieros,B39VVF6,MX01BM1B0000,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
VESTA*,CORPORACION INMOBILIARIA VESTA,Equity,0.82,34.1,"14,765,995.00","503,520,429.50","503,520,429.50",Inmobiliario,B8F6ZF8,MX01VE0M0003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
LABB,GENOMMA LAB INTERNATIONAL,Equity,0.76,23.47,"19,650,512.00","461,197,516.64","461,197,516.64",Cuidado de la Salud,B3B1C73,MX01LA010006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
Q*,QUALITAS CONTROLADORA,Equity,0.72,90.33,"4,836,689.00","436,898,117.37","436,898,117.37",Financieros,BYMXF65,MX01Q0000008,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
BBAJIOO,BANCO DEL BAJIO INSTITUCION DE BAN,Equity,0.6,19.54,"18,895,067.00","369,209,609.18","369,209,609.18",Financieros,BYSX0F3,MX41BB000000,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
ALSEA,ALSEA DE CV,Equity,0.49,22.61,"13,285,601.00","300,387,438.61","300,387,438.61",Consumo discrecional,2563017,MXP001391012,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
GENTERA*,GENTERA SAB DE CV,Equity,0.49,11.01,"27,027,312.00","297,570,705.12","297,570,705.12",Financieros,BHWQZW1,MX01GE0E0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
LIVEPOLC.1,EL PUERTO DE LIVERPOOL C1,Equity,0.48,56.36,"5,214,625.00","293,896,265.00","293,896,265.00",Consumo discrecional,2306814,MXP369181377,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
BSMXB,BANCO SANTANDER B SA,Equity,0.41,16.81,"14,904,426.00","250,543,401.06","250,543,401.06",Financieros,BF1FXN2,MX41BS060005,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
RA,REGIONAL SAB DE CV,Equity,0.29,61.84,"2,864,705.00","177,153,357.20","177,153,357.20",Financieros,BG1Z6X0,MX01R0000006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/06/2020
MXN,MXN CASH,Cash,0.29,100,"175,356,839.00","175,356,838.86","175,356,838.86",Liquidez,-,-,-,México,MXN,MXN,1,30/06/2020
AMXL,AMERICA MOVIL L,Equity,14.42,13.99,"606,345,262.00","8,482,770,215.38","8,482,770,215.38",Comunicación,2667470,MXP001691213,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
WALMEX,WALMART DE MEXICO V,Equity,11.69,52.23,"131,678,927.00","6,877,590,357.21","6,877,590,357.21",Productos básicos de consumo,BW1YVH8,MX01WA000038,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,11.22,136.56,"48,331,304.00","6,600,122,874.24","6,600,122,874.24",Productos básicos de consumo,2242059,MXP320321310,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
GFNORTEO,GPO FINANCE BANORTE,Equity,8.66,79.9,"63,734,378.00","5,092,376,802.20","5,092,376,802.20",Financieros,2421041,MXP370711014,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
GMEXICOB,GRUPO MEXICO B,Equity,7.93,56.21,"83,000,727.00","4,665,470,864.67","4,665,470,864.67",Materiales,2643674,MXP370841019,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
CEMEXCPO,CEMEX CPO,Equity,4.56,6.82,"393,632,941.00","2,684,576,657.62","2,684,576,657.62",Materiales,2406457,MXP225611567,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
ELEKTRA,GRUPO ELEKTRA,Equity,3.07,"1,191.78","1,517,425.00","1,808,436,766.50","1,808,436,766.50",Financieros,2967084,MX01EL000003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
TLEVISAC,GRUPO TELEVISA,Equity,2.78,24.9,"65,792,889.00","1,638,242,936.10","1,638,242,936.10",Comunicación,2380108,MXP4987V1378,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
BIMBOA,GRUPO BIMBO A,Equity,2.59,40.09,"38,001,296.00","1,523,471,956.64","1,523,471,956.64",Productos básicos de consumo,2392471,MXP495211262,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
GRUMAB,GRUMA,Equity,2.51,261.15,"5,643,684.00","1,473,848,076.60","1,473,848,076.60",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Equity,2.46,147.73,"9,795,969.00","1,447,158,500.37","1,447,158,500.37",Industriales,B0ZV104,MX01GA000004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Equity,2.27,36.42,"36,715,472.00","1,337,177,490.24","1,337,177,490.24",Productos básicos de consumo,2491914,MXP606941179,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
AC,ARCA CONTINENTAL,Equity,2.14,109.76,"11,469,688.00","1,258,912,954.88","1,258,912,954.88",Productos básicos de consumo,2823885,MX01AC100006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Equity,2.13,91.92,"13,657,892.00","1,255,433,432.64","1,255,433,432.64",Productos básicos de consumo,BHHP0S4,MX01KO000002,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Equity,1.98,221.2,"5,259,575.00","1,163,417,990.00","1,163,417,990.00",Industriales,2639349,MXP001661018,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
PE&OLES,INDUST PENOLES,Equity,1.81,332.09,"3,204,394.00","1,064,147,203.46","1,064,147,203.46",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.59,163.38,"5,733,403.00","936,723,382.14","936,723,382.14",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.57,35.24,"26,212,084.00","923,713,840.16","923,713,840.16",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.54,15.99,"56,657,151.00","905,947,844.49","905,947,844.49",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.52,66.18,"13,522,120.00","894,893,901.60","894,893,901.60",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
ALFAA,ALFA A,Equity,1.5,12.04,"73,052,630.00","879,553,665.20","879,553,665.20",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Equity,1.39,91.71,"8,945,746.00","820,414,365.66","820,414,365.66",Industriales,B1KFX13,MX01OM000018,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
CUERVO,BECLE SA DE CV,Equity,1.01,44.59,"13,302,973.00","593,179,566.07","593,179,566.07",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
GCARSOA1,GRUPO CARSO SERIES A1,Equity,0.89,43.94,"11,850,150.00","520,695,591.00","520,695,591.00",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
BOLSAA,BOLSA MEXICANA DE VALORES,Equity,0.88,44.92,"11,565,149.00","519,506,493.08","519,506,493.08",Financieros,B39VVF6,MX01BM1B0000,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
MEGAC,MEGACABLE HOLDINGS CPO,Equity,0.87,66.1,"7,755,425.00","512,633,592.50","512,633,592.50",Comunicación,B292SM8,MX01ME090003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
VESTA*,CORPORACION INMOBILIARIA VESTA,Equity,0.82,33.24,"14,508,811.00","482,272,877.64","482,272,877.64",Inmobiliario,B8F6ZF8,MX01VE0M0003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
LABB,GENOMMA LAB INTERNATIONAL,Equity,0.77,23.5,"19,308,164.00","453,741,854.00","453,741,854.00",Cuidado de la Salud,B3B1C73,MX01LA010006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
Q*,QUALITAS CONTROLADORA,Equity,0.73,89.91,"4,752,653.00","427,311,031.23","427,311,031.23",Financieros,BYMXF65,MX01Q0000008,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
BBAJIOO,BANCO DEL BAJIO INSTITUCION DE BAN,Equity,0.54,17.13,"18,565,973.00","318,035,117.49","318,035,117.49",Financieros,BYSX0F3,MX41BB000000,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
ALSEA,ALSEA DE CV,Equity,0.48,21.66,"13,054,361.00","282,757,459.26","282,757,459.26",Consumo discrecional,2563017,MXP001391012,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
LIVEPOLC.1,EL PUERTO DE LIVERPOOL C1,Equity,0.48,54.56,"5,123,821.00","279,555,673.76","279,555,673.76",Consumo discrecional,2306814,MXP369181377,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
BSMXB,BANCO SANTANDER B SA,Equity,0.36,14.27,"14,644,986.00","208,983,950.22","208,983,950.22",Financieros,BF1FXN2,MX41BS060005,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
GENTERA*,GENTERA SAB DE CV,Equity,0.35,7.77,"26,556,372.00","206,343,010.44","206,343,010.44",Financieros,BHWQZW1,MX01GE0E0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
RA,REGIONAL SAB DE CV,Equity,0.28,57.6,"2,814,791.00","162,131,961.60","162,131,961.60",Financieros,BG1Z6X0,MX01R0000006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/07/2020
MXN,MXN CASH,Cash,0.22,100,"126,562,698.00","126,562,697.89","126,562,697.89",Liquidez,-,-,-,México,MXN,MXN,1,31/07/2020
AMXL,AMERICA MOVIL L,Equity,13.74,13.29,"565,012,342.00","7,509,014,025.18","7,509,014,025.18",Comunicación,2667470,MXP001691213,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
WALMEX,WALMART DE MEXICO V,Equity,11.8,52.53,"122,703,407.00","6,445,609,969.71","6,445,609,969.71",Productos básicos de consumo,BW1YVH8,MX01WA000038,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,10.5,127.36,"45,037,028.00","5,735,915,886.08","5,735,915,886.08",Productos básicos de consumo,2242059,MXP320321310,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
